MerchantID,Total_Transactions,Total_Quantity,Total_Spend,First_Transaction,Last_Transaction,Country,Avg_Order_Value,Cohort_Month,Tenure_Months,Days_Since_Last_Transaction,Is_Churned,Is_Active
13061.0,1,107,248.61,2011-09-28 16:04:00,2011-09-28 16:04:00,United Kingdom,3.403,2011-09,0.0,71,False,True
13062.0,1,343,346.98,2011-06-01 15:12:00,2011-06-01 15:12:00,United Kingdom,6.819090909090908,2011-06,0.0,190,True,False
13063.0,1,116,188.39999999999998,2010-08-16 12:27:00,2010-08-16 12:27:00,United Kingdom,2.2916666666666665,2010-08,0.0,480,True,False
13064.0,6,670,1680.7400000000005,2010-04-27 10:08:00,2011-11-27 12:31:00,United Kingdom,4.881489361702128,2010-04,19.3,12,False,True
13065.0,5,455,1260.91,2010-06-10 11:44:00,2010-12-01 16:52:00,United Kingdom,4.438552631578947,2010-06,5.8,372,True,False
13066.0,2,322,470.79999999999995,2011-11-07 17:06:00,2011-11-15 12:57:00,United Kingdom,3.1733333333333333,2011-11,0.2,23,False,True
13067.0,3,131,508.5100000000001,2010-09-19 13:43:00,2011-09-18 13:38:00,United Kingdom,4.56875,2010-09,12.1,81,False,True
13068.0,2,200,344.0,2011-01-24 08:20:00,2011-11-29 15:00:00,United Kingdom,1.72,2011-01,10.3,9,False,True
13069.0,38,15404,9683.130000000001,2010-06-14 14:27:00,2011-12-09 08:39:00,United Kingdom,1.8679121863799284,2010-06,18.1,0,False,True
13070.0,4,372,751.6999999999999,2009-12-07 14:44:00,2011-05-31 13:45:00,United Kingdom,2.046060606060606,2009-12,18.0,191,True,False
13071.0,1,30,129.22,2010-04-06 13:37:00,2010-04-06 13:37:00,United Kingdom,4.105833333333334,2010-04,0.0,611,True,False
13072.0,1,69,177.14999999999998,2011-03-18 08:12:00,2011-03-18 08:12:00,United Kingdom,3.3500000000000005,2011-03,0.0,266,True,False
13073.0,2,261,418.08000000000004,2010-09-28 09:27:00,2010-10-24 14:06:00,United Kingdom,3.5548148148148146,2010-09,0.9,410,True,False
13074.0,4,826,1378.74,2009-12-16 11:46:00,2010-07-16 16:53:00,United Kingdom,3.955862068965517,2009-12,7.1,510,True,False
13075.0,1,485,919.6100000000001,2011-08-02 10:19:00,2011-08-02 10:19:00,United Kingdom,2.0395454545454546,2011-08,0.0,129,True,False
13076.0,1,44,135.4,2010-09-08 10:27:00,2010-09-08 10:27:00,United Kingdom,3.9833333333333334,2010-09,0.0,457,True,False
13077.0,11,2785,3064.67,2009-12-11 11:17:00,2011-12-08 19:24:00,United Kingdom,2.0181844380403455,2009-12,24.2,0,False,True
13078.0,57,12183,29532.45,2009-12-01 09:06:00,2011-12-06 15:36:00,United Kingdom,3.89079900124844,2009-12,24.5,2,False,True
13079.0,6,158,419.18,2010-10-18 14:15:00,2011-12-05 16:53:00,United Kingdom,3.099411764705882,2010-10,13.8,3,False,True
13080.0,4,193,280.73,2010-04-09 13:07:00,2011-06-13 14:59:00,United Kingdom,2.698421052631579,2010-04,14.3,178,True,False
13081.0,28,41515,59205.15,2009-12-08 13:58:00,2011-11-28 10:54:00,United Kingdom,2.1464079728583543,2009-12,24.0,11,False,True
13082.0,21,8466,7335.75,2009-12-22 15:37:00,2011-08-05 16:16:00,United Kingdom,2.5858914728682167,2009-12,19.7,125,True,False
13083.0,3,307,395.43,2010-10-10 13:38:00,2011-12-05 15:01:00,United Kingdom,2.902727272727273,2010-10,14.0,3,False,True
13084.0,1,144,122.39999999999999,2010-08-05 08:49:00,2010-08-05 08:49:00,United Kingdom,0.85,2010-08,0.0,491,True,False
13085.0,8,944,2433.28,2009-12-01 07:45:00,2011-07-05 12:11:00,United Kingdom,3.5610714285714287,2009-12,19.4,157,True,False
13086.0,1,155,439.33,2010-11-22 10:28:00,2010-11-22 10:28:00,United Kingdom,3.93468085106383,2010-11,0.0,382,True,False
13087.0,1,86,313.64,2009-12-13 15:16:00,2009-12-13 15:16:00,United Kingdom,5.718,2009-12,0.0,725,True,False
13088.0,1,76,236.10999999999999,2010-10-18 15:35:00,2010-10-18 15:35:00,United Kingdom,4.156000000000001,2010-10,0.0,416,True,False
13089.0,203,60234,116737.86,2009-12-02 15:44:00,2011-12-07 09:02:00,United Kingdom,2.698718406184954,2009-12,24.5,2,False,True
13090.0,24,3445,14103.09,2010-08-02 13:58:00,2011-12-01 12:39:00,United Kingdom,4.583639575971731,2010-08,16.2,8,False,True
13091.0,3,1339,2321.8200000000006,2009-12-10 11:50:00,2011-11-11 15:54:00,United Kingdom,28.19977777777778,2009-12,23.4,27,False,True
13092.0,12,664,2140.28,2010-02-10 08:44:00,2011-09-30 11:18:00,United Kingdom,5.242857142857143,2010-02,19.9,70,False,True
13093.0,55,26227,54943.649999999994,2009-12-04 10:32:00,2011-03-09 12:14:00,United Kingdom,2.8733809523809524,2009-12,15.3,275,True,False
13094.0,13,2088,2433.12,2010-11-15 14:15:00,2011-11-18 14:07:00,United Kingdom,1.36,2010-11,12.2,20,False,True
13095.0,1,144,74.4,2011-09-30 12:03:00,2011-09-30 12:03:00,United Kingdom,0.6933333333333334,2011-09,0.0,70,False,True
13096.0,1,6,419.70000000000005,2010-11-10 14:08:00,2010-11-10 14:08:00,United Kingdom,69.95,2010-11,0.0,393,True,False
13097.0,28,5396,13389.22,2009-12-01 13:31:00,2011-11-07 10:43:00,United Kingdom,4.262969518190757,2009-12,23.5,32,False,True
13098.0,28,15968,28882.44,2011-01-26 13:46:00,2011-12-08 14:14:00,United Kingdom,2.7601223776223778,2011-01,10.5,0,False,True
13099.0,1,288,207.35999999999999,2011-09-01 17:40:00,2011-09-01 17:40:00,United Kingdom,0.72,2011-09,0.0,98,True,False
13101.0,4,478,695.4,2010-01-27 15:49:00,2011-04-19 14:37:00,United Kingdom,2.576078431372549,2010-01,14.9,233,True,False
13102.0,37,6576,11696.92,2010-05-06 13:12:00,2011-12-08 12:52:00,United Kingdom,3.0213211382113823,2010-05,19.3,0,False,True
13103.0,3,426,709.64,2010-05-11 14:41:00,2011-10-31 09:38:00,United Kingdom,2.3048484848484847,2010-05,17.9,39,False,True
13104.0,9,834,1709.1,2010-02-24 15:06:00,2011-12-06 13:10:00,United Kingdom,2.179333333333333,2010-02,21.6,2,False,True
13105.0,1,100,72.0,2010-09-29 13:41:00,2010-09-29 13:41:00,United Kingdom,0.72,2010-09,0.0,435,True,False
13106.0,2,231,603.46,2010-10-22 13:10:00,2011-07-29 15:12:00,United Kingdom,13.29125,2010-10,9.3,132,True,False
13107.0,9,4316,5253.070000000001,2010-02-04 10:50:00,2011-10-26 14:52:00,United Kingdom,1.8846629213483148,2010-02,21.0,43,False,True
13108.0,2,1043,1098.52,2010-09-30 17:09:00,2010-12-02 10:35:00,United Kingdom,1.4906666666666666,2010-09,2.1,372,True,False
13109.0,3,757,1134.03,2010-06-06 12:59:00,2011-10-11 10:16:00,United Kingdom,2.814857142857143,2010-06,16.4,59,False,True
13110.0,12,763,2957.4700000000003,2009-12-01 14:14:00,2011-11-08 14:30:00,United Kingdom,4.812976190476191,2009-12,23.6,30,False,True
13111.0,1,180,321.88000000000005,2009-12-21 09:00:00,2009-12-21 09:00:00,United Kingdom,1.9716666666666667,2009-12,0.0,718,True,False
13112.0,1,11,20.6,2010-06-16 17:03:00,2010-06-16 17:03:00,United Kingdom,1.475,2010-06,0.0,540,True,False
13113.0,37,4550,18625.73,2010-03-28 16:13:00,2011-12-09 12:49:00,United Kingdom,3.6954198473282442,2010-03,20.7,0,False,True
13114.0,1,74,234.38,2009-12-09 09:56:00,2009-12-09 09:56:00,United Kingdom,5.59625,2009-12,0.0,730,True,False
13115.0,10,3934,5494.7,2010-04-19 13:29:00,2011-11-28 12:38:00,United Kingdom,2.525955414012739,2010-04,19.6,11,False,True
13116.0,1,291,501.14,2011-07-24 14:33:00,2011-07-24 14:33:00,United Kingdom,4.5216666666666665,2011-07,0.0,137,True,False
13117.0,18,2067,2643.8100000000004,2010-03-26 13:50:00,2011-11-18 12:02:00,United Kingdom,2.6345744680851064,2010-03,20.0,21,False,True
13118.0,9,834,2415.41,2010-09-26 15:46:00,2011-11-20 12:46:00,United Kingdom,4.321891891891892,2010-09,14.0,19,False,True
13119.0,1,110,134.9,2010-02-09 08:38:00,2010-02-09 08:38:00,United Kingdom,1.5136363636363634,2010-02,0.0,668,True,False
13120.0,1,12,30.599999999999998,2011-04-15 10:19:00,2011-04-15 10:19:00,United Kingdom,2.55,2011-04,0.0,238,True,False
13121.0,1,252,283.72999999999996,2011-03-15 16:47:00,2011-03-15 16:47:00,United Kingdom,1.6887999999999999,2011-03,0.0,268,True,False
13122.0,2,585,922.39,2011-04-13 14:12:00,2011-09-06 15:53:00,United Kingdom,2.6365454545454545,2011-04,4.9,93,True,False
13123.0,2,268,506.74999999999994,2010-06-28 12:43:00,2010-08-24 10:18:00,United Kingdom,3.2148888888888885,2010-06,1.9,472,True,False
13124.0,4,2783,4782.450000000001,2010-11-19 15:50:00,2011-09-11 12:45:00,United Kingdom,3.1893959731543626,2010-11,9.8,89,False,True
13125.0,1,54,158.57,2010-07-04 11:58:00,2010-07-04 11:58:00,United Kingdom,4.808571428571429,2010-07,0.0,523,True,False
13126.0,13,3409,3998.2499999999995,2010-03-02 12:24:00,2011-12-05 10:00:00,United Kingdom,2.2787250996015938,2010-03,21.4,4,False,True
13127.0,1,127,259.16999999999996,2011-09-23 10:26:00,2011-09-23 10:26:00,United Kingdom,2.8853333333333335,2011-09,0.0,77,False,True
13128.0,1,31,263.5,2010-03-18 15:08:00,2010-03-18 15:08:00,United Kingdom,8.5,2010-03,0.0,630,True,False
13129.0,2,296,233.25,2010-06-28 11:54:00,2010-09-13 13:47:00,United Kingdom,1.86,2010-06,2.6,451,True,False
13130.0,1,32,64.0,2011-09-06 15:30:00,2011-09-06 15:30:00,United Kingdom,2.25,2011-09,0.0,93,True,False
13131.0,7,1523,3313.7700000000004,2010-02-09 09:47:00,2011-11-16 13:21:00,United Kingdom,3.152214765100671,2010-02,21.5,22,False,True
13132.0,1,20,77.3,2011-03-23 12:44:00,2011-03-23 12:44:00,United Kingdom,4.933333333333334,2011-03,0.0,261,True,False
13133.0,3,55,200.45,2010-09-06 15:30:00,2011-03-11 10:31:00,United Kingdom,5.229166666666667,2010-09,6.2,273,True,False
13134.0,6,1364,2475.23,2010-10-19 13:21:00,2011-09-15 10:35:00,United Kingdom,3.316859504132231,2010-10,11.0,85,False,True
13135.0,2,4423,3371.45,2010-08-05 17:28:00,2011-05-27 10:52:00,United Kingdom,4.1066666666666665,2010-08,9.8,196,True,False
13136.0,13,3109,6274.56,2009-12-08 18:30:00,2011-10-14 13:41:00,United Kingdom,2.9028888888888886,2009-12,22.5,55,False,True
13137.0,16,4294,7712.7,2010-07-25 15:40:00,2011-11-29 12:09:00,United Kingdom,2.226113809854268,2010-07,16.4,10,False,True
13138.0,7,718,1467.2400000000002,2010-11-08 11:45:00,2011-11-17 16:51:00,United Kingdom,3.053232323232323,2010-11,12.5,21,False,True
13139.0,8,4614,8202.98,2010-09-28 09:12:00,2011-11-23 13:54:00,United Kingdom,3.1616603773584906,2010-09,14.0,15,False,True
13140.0,5,648,1215.68,2010-08-05 19:05:00,2011-08-23 15:33:00,United Kingdom,3.2680327868852457,2010-08,12.7,107,True,False
13141.0,17,5169,7668.58,2009-12-09 13:34:00,2011-09-16 09:54:00,United Kingdom,2.251152941176471,2009-12,21.5,84,False,True
13142.0,1,258,307.0899999999999,2011-11-20 16:07:00,2011-11-20 16:07:00,United Kingdom,2.9969565217391305,2011-11,0.0,18,False,True
13143.0,1,198,405.1,2010-05-04 12:22:00,2010-05-04 12:22:00,United Kingdom,2.7282608695652173,2010-05,0.0,584,True,False
13144.0,2,29,135.35,2010-10-04 14:14:00,2011-01-11 11:15:00,United Kingdom,4.6499999999999995,2010-10,3.3,332,True,False
13145.0,7,266,1423.52,2010-04-19 11:11:00,2011-10-31 12:45:00,United Kingdom,61.801,2010-04,18.7,39,False,True
13146.0,1,154,228.91,2011-11-13 15:29:00,2011-11-13 15:29:00,United Kingdom,2.027058823529412,2011-11,0.0,25,False,True
13147.0,4,144,712.8000000000001,2011-09-01 12:28:00,2011-11-29 13:59:00,United Kingdom,4.95,2011-09,3.0,9,False,True
13148.0,26,4571,8621.81,2009-12-07 15:26:00,2011-11-10 15:23:00,United Kingdom,3.4932408575031526,2009-12,23.4,28,False,True
13149.0,4,1280,1676.0600000000002,2011-02-23 13:57:00,2011-11-25 13:09:00,United Kingdom,2.881860465116279,2011-02,9.1,13,False,True
13150.0,3,171,449.96999999999997,2010-03-19 09:03:00,2010-08-12 12:59:00,United Kingdom,6.93375,2010-03,4.9,483,True,False
13151.0,3,832,2580.7400000000002,2010-03-22 10:26:00,2011-02-17 12:29:00,United Kingdom,5.163238636363636,2010-03,11.1,295,True,False
13152.0,7,977,2146.38,2010-01-14 10:01:00,2010-10-18 13:44:00,United Kingdom,4.020370370370371,2010-01,9.2,416,True,False
13153.0,1,418,486.22,2011-12-04 12:14:00,2011-12-04 12:14:00,United Kingdom,1.278,2011-12,0.0,5,False,True
13154.0,3,976,1624.8400000000001,2009-12-04 08:46:00,2010-11-05 16:00:00,United Kingdom,3.2461290322580645,2009-12,11.2,398,True,False
13155.0,6,909,1750.1800000000003,2010-08-05 09:30:00,2011-11-06 15:41:00,United Kingdom,2.7965853658536584,2010-08,15.3,32,False,True
13156.0,3,914,1586.54,2010-02-01 13:45:00,2010-11-19 13:09:00,United Kingdom,3.3207692307692307,2010-02,9.7,384,True,False
13157.0,9,4762,5687.36,2010-03-08 11:59:00,2011-10-21 13:50:00,United Kingdom,1.854621513944223,2010-03,19.7,48,False,True
13158.0,5,992,1508.18,2010-11-16 17:12:00,2011-09-06 11:58:00,United Kingdom,2.0283,2010-11,9.8,94,True,False
13159.0,4,1059,1437.85,2011-08-16 11:44:00,2011-12-01 11:20:00,United Kingdom,2.7321487603305785,2011-08,3.5,8,False,True
13160.0,1,56,91.8,2011-11-17 13:07:00,2011-11-17 13:07:00,United Kingdom,3.025,2011-11,0.0,21,False,True
13161.0,2,106,478.88,2010-07-27 12:44:00,2011-01-30 14:03:00,United Kingdom,5.589411764705882,2010-07,6.2,312,True,False
13162.0,16,5755,9275.490000000002,2009-12-04 13:59:00,2011-08-09 15:59:00,United Kingdom,2.2844957983193277,2009-12,20.4,121,True,False
13163.0,1,3,17.65,2010-04-08 16:21:00,2010-04-08 16:21:00,United Kingdom,5.35,2010-04,0.0,609,True,False
13164.0,2,120,372.2,2010-02-10 11:52:00,2010-05-19 13:52:00,United Kingdom,5.17,2010-02,3.3,568,True,False
13165.0,3,1736,1451.1599999999999,2010-10-22 17:04:00,2011-10-24 15:05:00,United Kingdom,0.8295918367346938,2010-10,12.2,45,False,True
13166.0,2,527,884.1800000000001,2010-10-21 14:29:00,2011-03-01 15:16:00,United Kingdom,2.5718840579710145,2010-10,4.4,282,True,False
13167.0,5,1007,1125.15,2010-11-14 12:58:00,2011-11-21 12:24:00,United Kingdom,2.90679012345679,2010-11,12.4,18,False,True
13168.0,5,912,1875.3100000000002,2010-06-15 15:00:00,2011-11-03 12:56:00,United Kingdom,3.2630000000000003,2010-06,16.8,35,False,True
13169.0,3,296,840.0799999999999,2010-05-26 15:58:00,2011-10-07 12:11:00,United Kingdom,4.334444444444444,2010-05,16.6,63,False,True
13170.0,1,147,116.00999999999999,2011-11-13 12:19:00,2011-11-13 12:19:00,United Kingdom,1.54625,2011-11,0.0,26,False,True
13171.0,3,229,468.40999999999997,2011-02-13 14:16:00,2011-11-18 10:27:00,United Kingdom,4.0445652173913045,2011-02,9.2,21,False,True
13172.0,1,48,69.6,2010-11-04 15:10:00,2010-11-04 15:10:00,United Kingdom,1.45,2010-11,0.0,399,True,False
13173.0,11,1620,2639.35,2009-12-10 12:52:00,2011-12-05 15:51:00,United Kingdom,3.00036,2009-12,24.2,3,False,True
13174.0,12,4541,9494.84,2009-12-04 15:40:00,2011-11-23 14:35:00,United Kingdom,3.32113074204947,2009-12,23.9,15,False,True
13175.0,2,423,831.45,2009-12-04 12:11:00,2010-05-06 13:13:00,United Kingdom,4.040217391304347,2009-12,5.1,581,True,False
13176.0,1,453,492.84000000000003,2011-10-24 15:43:00,2011-10-24 15:43:00,United Kingdom,2.7775,2011-10,0.0,45,False,True
13177.0,2,180,512.2000000000002,2010-10-05 10:35:00,2011-10-06 09:56:00,United Kingdom,3.305,2010-10,12.2,64,False,True
13178.0,21,8778,14059.189999999999,2009-12-16 14:00:00,2011-11-13 16:14:00,United Kingdom,1.9572489082969433,2009-12,23.2,25,False,True
13179.0,1,368,572.31,2010-03-31 11:40:00,2010-03-31 11:40:00,United Kingdom,2.083529411764706,2010-03,0.0,618,True,False
13180.0,1,42,86.10000000000001,2010-04-11 13:37:00,2010-04-11 13:37:00,United Kingdom,3.7625,2010-04,0.0,606,True,False
13181.0,1,171,359.69,2010-11-23 15:05:00,2010-11-23 15:05:00,United Kingdom,2.7931578947368423,2010-11,0.0,380,True,False
13182.0,1,201,121.18,2011-10-25 13:46:00,2011-10-25 13:46:00,United Kingdom,0.6854545454545454,2011-10,0.0,44,False,True
13183.0,15,4027,7036.18,2010-03-14 12:32:00,2011-12-02 10:30:00,United Kingdom,1.8804487179487182,2010-03,20.9,7,False,True
13184.0,10,1692,1701.29,2011-02-22 17:25:00,2011-11-25 12:02:00,United Kingdom,1.8393922651933703,2011-02,9.2,14,False,True
13185.0,1,12,71.4,2011-03-17 11:56:00,2011-03-17 11:56:00,United Kingdom,5.95,2011-03,0.0,267,True,False
13186.0,3,820,1575.89,2011-08-03 09:09:00,2011-10-31 11:40:00,United Kingdom,3.2486075949367086,2011-08,3.0,39,False,True
13187.0,4,375,367.01,2010-03-25 17:18:00,2011-01-06 18:57:00,United Kingdom,2.47546875,2010-03,9.6,336,True,False
13188.0,1,25,114.60000000000001,2011-11-28 15:28:00,2011-11-28 15:28:00,United Kingdom,9.575,2011-11,0.0,10,False,True
13189.0,2,842,260.67999999999995,2011-08-16 13:12:00,2011-11-21 10:39:00,United Kingdom,0.39172413793103444,2011-08,3.2,18,False,True
13190.0,3,308,570.66,2009-12-07 12:13:00,2010-06-13 15:47:00,United Kingdom,4.138823529411765,2009-12,6.3,543,True,False
13191.0,1,115,164.69000000000003,2010-02-19 17:02:00,2010-02-19 17:02:00,United Kingdom,1.8784745762711863,2010-02,0.0,657,True,False
13192.0,6,1629,2558.58,2010-01-22 08:37:00,2011-09-05 14:13:00,United Kingdom,2.957222222222222,2010-01,19.7,94,True,False
13193.0,1,50,117.88000000000001,2011-10-09 14:30:00,2011-10-09 14:30:00,United Kingdom,2.870344827586207,2011-10,0.0,60,False,True
13194.0,2,326,472.7799999999999,2010-10-14 11:54:00,2011-07-27 09:01:00,United Kingdom,2.553,2010-10,9.5,135,True,False
13195.0,1,83,172.38,2010-10-21 13:07:00,2010-10-21 13:07:00,United Kingdom,2.2490384615384618,2010-10,0.0,413,True,False
13196.0,7,2006,3068.84,2010-04-01 12:54:00,2011-11-28 13:54:00,United Kingdom,2.8003191489361705,2010-04,20.2,10,False,True
13197.0,1,204,373.01000000000005,2010-04-09 09:14:00,2010-04-09 09:14:00,United Kingdom,4.588947368421053,2010-04,0.0,609,True,False
13198.0,8,3449,4974.23,2010-10-01 13:27:00,2011-11-29 15:17:00,United Kingdom,2.7213694267515924,2010-10,14.1,9,False,True
13199.0,67,12019,16432.89,2009-12-05 10:11:00,2011-12-06 12:30:00,United Kingdom,2.4529468599033817,2009-12,24.4,3,False,True
13200.0,4,516,870.0900000000001,2011-08-05 14:50:00,2011-11-20 15:35:00,United Kingdom,3.3756521739130436,2011-08,3.6,18,False,True
13201.0,4,1039,1240.6100000000001,2010-03-07 11:01:00,2010-07-25 14:30:00,United Kingdom,2.236704545454545,2010-03,4.7,501,True,False
13202.0,7,572,1580.3000000000002,2009-12-09 10:48:00,2010-11-10 16:24:00,United Kingdom,4.971014492753623,2009-12,11.2,393,True,False
13203.0,10,2413,2648.25,2009-12-17 14:15:00,2011-11-30 10:45:00,United Kingdom,1.9105917159763313,2009-12,23.7,9,False,True
13204.0,1,428,966.6599999999999,2009-12-08 14:56:00,2009-12-08 14:56:00,United Kingdom,4.161052631578947,2009-12,0.0,730,True,False
13205.0,1,256,2803.2,2010-09-22 16:26:00,2010-09-22 16:26:00,United Kingdom,10.95,2010-09,0.0,442,True,False
13206.0,13,7155,8377.32,2009-12-07 13:48:00,2010-11-04 16:50:00,United Kingdom,1.971411359724613,2009-12,11.1,399,True,False
13207.0,4,178,535.8600000000001,2010-04-06 16:37:00,2011-11-24 14:52:00,United Kingdom,3.6984615384615385,2010-04,19.9,14,False,True
13208.0,9,1345,1988.5,2009-12-03 13:25:00,2011-10-12 09:54:00,United Kingdom,2.5388582677165354,2009-12,22.6,58,False,True
13209.0,13,5781,8509.509999999998,2010-01-24 14:30:00,2011-11-09 13:54:00,United Kingdom,2.4136612021857924,2010-01,21.8,29,False,True
13210.0,1,316,353.48,2011-09-07 08:18:00,2011-09-07 08:18:00,United Kingdom,1.5118181818181817,2011-09,0.0,93,True,False
13211.0,10,1890,2729.3199999999997,2009-12-06 15:24:00,2011-11-29 14:43:00,United Kingdom,1.5455825242718446,2009-12,24.1,9,False,True
13212.0,3,310,788.0799999999999,2011-10-09 14:48:00,2011-11-20 12:40:00,United Kingdom,3.745211267605634,2011-10,1.4,19,False,True
13213.0,11,2962,3851.52,2010-05-20 14:50:00,2011-10-14 11:42:00,United Kingdom,2.627549019607843,2010-05,17.0,56,False,True
13214.0,7,2966,3264.23,2010-03-03 14:10:00,2010-10-18 10:00:00,United Kingdom,1.9063755458515284,2010-03,7.6,417,True,False
13215.0,1,96,81.6,2010-11-02 18:26:00,2010-11-02 18:26:00,United Kingdom,0.85,2010-11,0.0,401,True,False
13216.0,1,297,333.74,2011-03-17 12:18:00,2011-03-17 12:18:00,United Kingdom,1.448,2011-03,0.0,267,True,False
13217.0,4,512,666.48,2010-02-22 12:49:00,2011-08-09 15:32:00,United Kingdom,2.0100000000000002,2010-02,17.8,121,True,False
13218.0,1,88,62.64,2011-08-04 16:59:00,2011-08-04 16:59:00,United Kingdom,0.9299999999999999,2011-08,0.0,126,True,False
13219.0,1,11,76.23,2010-03-31 14:18:00,2010-03-31 14:18:00,United Kingdom,6.930000000000001,2010-03,0.0,617,True,False
13220.0,5,396,1336.09,2010-05-13 10:35:00,2011-09-22 13:38:00,United Kingdom,4.2390566037735855,2010-05,16.6,77,False,True
13221.0,2,244,847.4100000000001,2010-12-15 13:24:00,2011-04-13 16:58:00,United Kingdom,5.01439393939394,2010-12,4.0,239,True,False
13222.0,1,30,88.5,2010-05-11 13:54:00,2010-05-11 13:54:00,United Kingdom,2.95,2010-05,0.0,576,True,False
13223.0,6,568,969.12,2010-02-12 13:27:00,2011-05-23 13:03:00,United Kingdom,1.656923076923077,2010-02,15.5,199,True,False
13224.0,2,1518,2155.9499999999994,2011-07-11 14:10:00,2011-10-10 14:55:00,United Kingdom,2.3142592592592592,2011-07,3.0,59,False,True
13225.0,16,7401,16260.07,2009-12-17 09:09:00,2011-12-06 13:29:00,United Kingdom,2.73232,2009-12,24.0,2,False,True
13226.0,2,179,312.46,2010-11-11 13:46:00,2011-03-11 14:35:00,United Kingdom,2.6389285714285715,2010-11,4.0,272,True,False
13227.0,1,99,257.7,2011-05-22 11:47:00,2011-05-22 11:47:00,United Kingdom,2.5999999999999996,2011-05,0.0,201,True,False
13228.0,1,200,358.0,2011-09-19 14:28:00,2011-09-19 14:28:00,United Kingdom,1.79,2011-09,0.0,80,False,True
13229.0,1,63,160.95,2011-04-28 12:07:00,2011-04-28 12:07:00,United Kingdom,4.0600000000000005,2011-04,0.0,225,True,False
13230.0,30,3635,6360.780000000001,2010-03-18 20:02:00,2011-12-05 16:03:00,United Kingdom,2.509088872292756,2010-03,20.9,3,False,True
13232.0,7,778,1357.6000000000001,2011-04-10 13:48:00,2011-11-27 10:39:00,United Kingdom,3.2770531400966183,2011-04,7.7,12,False,True
13233.0,4,1604,1176.46,2010-01-14 14:10:00,2011-09-26 13:25:00,United Kingdom,1.418157894736842,2010-01,20.6,73,False,True
13234.0,2,162,356.94999999999993,2009-12-07 12:32:00,2010-02-05 11:41:00,United Kingdom,3.0703174603174603,2009-12,2.0,672,True,False
13235.0,1,441,1031.0700000000002,2011-05-11 17:13:00,2011-05-11 17:13:00,United Kingdom,2.7143103448275863,2011-05,0.0,211,True,False
13236.0,2,416,744.85,2011-08-25 08:58:00,2011-11-15 12:50:00,United Kingdom,4.0344444444444445,2011-08,2.7,24,False,True
13237.0,1,128,643.0,2010-11-17 10:07:00,2010-11-17 10:07:00,United Kingdom,5.360416666666667,2010-11,0.0,387,True,False
13238.0,6,442,1006.6299999999998,2010-04-28 15:02:00,2011-11-22 15:37:00,United Kingdom,3.6421276595744683,2010-04,19.1,16,False,True
13239.0,5,1187,1594.69,2010-07-25 13:34:00,2011-03-23 10:25:00,United Kingdom,2.770851063829787,2010-07,8.0,261,True,False
13240.0,8,859,1738.52,2010-02-25 13:17:00,2011-09-04 14:08:00,United Kingdom,2.579047619047619,2010-02,18.5,95,True,False
13241.0,1,48,115.58,2010-10-24 11:17:00,2010-10-24 11:17:00,United Kingdom,2.5504761904761906,2010-10,0.0,411,True,False
13242.0,7,350,699.3999999999999,2010-02-09 13:12:00,2011-08-19 12:53:00,United Kingdom,1.9982857142857142,2010-02,18.5,111,True,False
13243.0,5,579,1278.04,2010-03-18 13:10:00,2011-05-20 13:14:00,United Kingdom,2.8961363636363635,2010-03,14.3,202,True,False
13244.0,1,38,121.74,2011-09-08 11:46:00,2011-09-08 11:46:00,United Kingdom,3.747777777777778,2011-09,0.0,92,True,False
13245.0,2,371,989.2199999999999,2010-10-03 14:03:00,2011-10-20 11:40:00,United Kingdom,4.028666666666666,2010-10,12.7,50,False,True
13246.0,11,2815,3387.4300000000003,2010-07-02 13:36:00,2011-11-21 16:50:00,United Kingdom,1.667994722955145,2010-07,16.9,17,False,True
13247.0,4,328,501.11999999999995,2011-09-18 11:31:00,2011-11-22 10:59:00,United Kingdom,2.1075999999999997,2011-09,2.1,17,False,True
13248.0,2,305,465.67999999999995,2011-06-03 13:05:00,2011-08-07 12:40:00,United Kingdom,2.6873076923076926,2011-06,2.1,124,True,False
13249.0,9,1246,1608.93,2010-01-24 12:11:00,2011-09-08 13:26:00,United Kingdom,2.706857142857143,2010-01,19.7,91,True,False
13250.0,2,108,256.03999999999996,2010-07-25 14:01:00,2010-09-05 11:33:00,United Kingdom,2.4835000000000003,2010-07,1.4,460,True,False
13251.0,1,215,252.68,2010-11-02 13:20:00,2010-11-02 13:20:00,United Kingdom,1.5316,2010-11,0.0,401,True,False
13252.0,2,134,399.3,2010-03-24 10:30:00,2010-11-10 16:00:00,United Kingdom,4.681578947368421,2010-03,7.7,393,True,False
13253.0,4,3015,2951.11,2010-01-05 12:13:00,2011-07-06 10:09:00,United Kingdom,1.6302666666666665,2010-01,18.2,156,True,False
13254.0,1,43,51.410000000000004,2010-11-28 15:42:00,2010-11-28 15:42:00,United Kingdom,2.5225,2010-11,0.0,375,True,False
13255.0,3,517,904.4599999999999,2010-07-15 13:20:00,2011-11-30 13:14:00,United Kingdom,4.399375,2010-07,16.7,8,False,True
13256.0,1,12540,0.0,2011-11-25 15:57:00,2011-11-25 15:57:00,United Kingdom,0.0,2011-11,0.0,13,False,True
13257.0,1,33,149.75,2010-09-29 14:58:00,2010-09-29 14:58:00,United Kingdom,7.321428571428571,2010-09,0.0,435,True,False
13258.0,5,451,1035.1799999999998,2010-11-04 12:45:00,2011-11-28 09:31:00,United Kingdom,3.3982608695652172,2010-11,12.9,11,False,True
